beds,mapped_bathrooms,avg_price_per_bedroom,accommodates,mapped_property_type,bedrooms,mapped_room_type,price
1,6,255.9705913606096,3,5,1,4,270.0
3,3,135.26623842867315,7,5,3,4,385.0
4,3,138.02608522069195,7,5,3,4,213.0
1,4,67.36219020959923,2,2,1,3,65.0
2,6,138.02608522069195,4,5,2,4,200.0
1,5,88.63882590073068,2,2,1,3,49.0
4,6,157.98023595334942,4,4,1,4,121.0
3,6,88.63882590073068,5,4,2,4,171.0
2,6,192.2759874726177,2,4,1,4,227.0
2,6,106.39955357142856,4,4,2,4,245.0
1,6,255.9705913606096,2,5,1,4,614.0
1,6,135.26623842867315,2,4,1,4,115.0
2,6,198.09007603821408,4,4,2,4,367.0
1,6,135.26623842867315,2,4,1,4,338.0
2,3,84.19321449108683,5,4,2,4,195.0
1,6,138.02608522069195,2,4,1,4,110.0
3,3,138.02608522069195,6,4,2,4,227.0
1,1,129.87171912486124,1,1,1,1,28.0
1,6,183.21820800371316,3,4,1,4,100.0
2,6,138.02608522069195,4,4,1,4,200.0
1,6,138.02608522069195,3,4,1,4,204.0
2,3,129.87171912486124,3,6,2,4,471.0
2,6,157.98023595334942,3,4,1,4,179.0
1,6,255.9705913606096,2,5,1,4,521.0
3,6,129.87171912486124,4,4,2,4,246.0
1,6,183.21820800371316,2,4,1,4,201.0
2,6,138.02608522069195,4,4,1,4,173.0
2,3,116.07480748074806,4,4,2,4,222.0
2,3,153.45101102941177,4,4,2,4,255.0
1,5,153.45101102941177,3,2,1,3,65.0
2,6,153.45101102941177,4,4,2,4,265.0
1,6,183.21820800371316,2,4,1,4,195.0
1,6,198.09007603821408,2,5,1,4,174.0
2,2,56.88147754451237,2,2,1,3,18.0
2,3,116.07480748074806,4,4,2,4,223.0
1,6,138.02608522069195,2,4,1,4,82.0
1,4,135.26623842867315,2,2,1,3,100.0
6,3,153.45101102941177,6,5,3,4,410.0
1,6,138.02608522069195,2,4,1,4,261.0
2,2,114.50185185185184,3,2,1,3,30.0
3,6,62.0703125,4,4,2,4,109.0
1,6,157.98023595334942,2,4,1,4,201.0
3,3,153.45101102941177,6,5,3,4,500.0
3,3,135.26623842867315,6,4,3,4,100.0
3,6,93.51619733735733,6,5,3,4,194.0
2,6,116.07480748074806,2,5,1,4,228.0
1,6,153.45101102941177,2,4,1,4,250.0
2,3,135.26623842867315,5,5,4,4,1750.0
2,6,138.02608522069195,4,4,2,4,111.0
3,6,138.02608522069195,6,5,3,4,395.0
4,3,198.09007603821408,8,5,4,4,1313.0
1,6,135.26623842867315,2,5,1,4,120.0
3,3,183.21820800371316,6,5,3,4,1029.0
5,6,255.9705913606096,10,5,5,4,1278.0
2,6,153.45101102941177,4,4,2,4,195.0
1,6,138.02608522069195,2,4,1,4,106.0
1,4,106.39955357142856,1,2,1,3,38.0
2,4,59.82179132040629,2,2,1,3,50.0
1,6,135.26623842867315,2,4,1,4,270.0
3,3,135.26623842867315,5,4,3,4,400.0
2,6,255.9705913606096,2,4,1,4,210.0
2,6,93.51619733735733,3,5,2,4,140.0
2,6,138.67108953095203,4,4,1,4,150.0
2,3,138.02608522069195,4,4,2,4,174.0
3,3,135.26623842867315,6,4,3,4,330.0
4,6,135.26623842867315,7,5,3,4,381.0
1,6,117.31939891873483,2,4,1,4,59.0
1,6,255.9705913606096,2,5,1,4,608.0
2,2,135.26623842867315,3,2,1,3,40.0
3,6,129.87171912486124,4,5,2,4,125.0
2,6,157.98023595334942,4,5,2,4,166.0
3,6,135.26623842867315,5,5,2,4,309.0
1,6,192.2759874726177,2,4,1,4,464.0
3,6,255.9705913606096,4,5,3,4,450.0
2,3,88.63882590073068,5,4,2,4,205.0
2,6,138.02608522069195,3,4,2,4,411.0
2,6,135.88888888888889,4,4,2,4,197.0
3,6,192.2759874726177,5,4,2,4,499.0
1,6,138.02608522069195,2,4,1,4,151.0
1,6,255.9705913606096,2,5,1,4,120.0
1,4,157.98023595334942,2,2,1,3,80.0
1,6,183.21820800371316,3,4,1,4,120.0
3,6,88.63882590073068,4,4,2,4,150.0
2,6,93.51619733735733,6,4,2,4,144.0
1,6,255.9705913606096,3,5,1,4,550.0
3,6,138.02608522069195,6,4,1,4,198.0
3,6,138.02608522069195,6,4,1,4,199.0
2,6,157.98023595334942,4,5,2,4,250.0
2,6,183.21820800371316,4,4,2,4,423.0
2,6,138.02608522069195,3,4,1,4,171.0
2,6,183.21820800371316,4,4,2,4,249.0
2,4,138.02608522069195,2,2,1,3,99.0
2,6,93.51619733735733,4,4,2,4,121.0
2,6,153.45101102941177,4,4,2,4,250.0
2,3,135.26623842867315,4,4,2,4,285.0
4,3,255.9705913606096,8,5,4,4,1922.0
2,6,138.02608522069195,4,4,1,4,204.0
2,6,138.02608522069195,5,4,1,4,191.0
1,5,138.02608522069195,2,3,1,3,109.0
1,6,135.26623842867315,2,4,1,4,250.0
1,6,138.02608522069195,2,4,1,4,154.0
13,3,255.9705913606096,15,5,5,4,1980.0
2,6,138.02608522069195,2,4,1,4,191.0
2,6,138.02608522069195,4,4,2,4,136.0
2,6,135.26623842867315,3,4,2,4,300.0
1,6,98.00111073137388,2,4,1,4,145.0
3,6,192.2759874726177,4,4,2,4,521.0
1,6,220.34827684827684,2,5,1,4,186.0
1,6,138.02608522069195,2,4,1,4,108.0
8,3,138.02608522069195,14,5,6,4,1004.0
1,6,192.2759874726177,2,4,1,4,320.0
2,6,183.21820800371316,4,4,1,4,156.0
1,6,117.31939891873483,2,5,1,4,108.0
1,6,135.88888888888889,2,4,1,4,125.0
1,6,117.31939891873483,2,4,1,4,94.0
1,6,138.02608522069195,2,4,1,4,279.0
1,6,183.21820800371316,2,4,1,4,248.0
1,6,103.1286317058469,2,4,1,4,180.0
1,6,67.36219020959923,2,5,1,4,90.0
2,6,138.02608522069195,2,4,1,4,120.0
3,6,138.02608522069195,4,5,2,4,327.0
3,3,117.31939891873483,6,5,2,4,185.0
1,6,103.1286317058469,2,4,1,4,186.0
4,6,183.21820800371316,4,4,2,4,300.0
5,3,183.21820800371316,7,5,5,4,1265.0
2,6,138.02608522069195,5,4,2,4,240.0
3,3,153.45101102941177,4,4,2,4,260.0
1,6,138.02608522069195,2,4,1,4,122.0
3,3,138.02608522069195,6,5,3,4,338.0
1,2,138.02608522069195,1,2,1,3,57.0
2,6,98.00111073137388,4,5,1,4,219.0
1,6,153.45101102941177,4,4,1,4,100.0
6,3,183.21820800371316,8,5,4,4,513.0
2,3,153.45101102941177,4,4,2,4,276.0
2,3,153.45101102941177,4,5,2,4,250.0
5,6,98.00111073137388,6,5,3,4,85.0
4,6,129.87171912486124,4,6,3,4,350.0
1,6,138.02608522069195,2,4,1,4,169.0
1,6,183.21820800371316,2,4,1,4,140.0
4,6,198.09007603821408,5,4,3,4,307.0
1,6,138.02608522069195,2,4,1,4,173.0
2,3,138.02608522069195,4,4,2,4,213.0
2,6,183.21820800371316,4,4,1,4,151.0
9,3,114.50185185185184,14,6,6,4,1300.0
1,4,67.36219020959923,1,2,1,3,45.0
4,6,138.02608522069195,8,5,3,4,180.0
2,6,138.02608522069195,4,4,1,4,182.0
2,6,138.02608522069195,3,4,1,4,208.0
1,6,138.02608522069195,2,4,1,4,166.0
1,4,103.1286317058469,2,2,1,3,43.0
3,3,138.02608522069195,6,4,2,4,729.0
1,4,138.67108953095203,3,2,1,3,115.0
3,3,138.02608522069195,6,4,2,4,311.0
2,6,138.67108953095203,4,4,2,4,495.0
1,6,86.30045662100457,3,4,1,4,136.0
1,6,86.30045662100457,2,4,1,4,123.0
1,6,86.30045662100457,2,4,1,4,144.0
6,3,98.00111073137388,10,5,5,4,364.0
3,6,138.02608522069195,4,4,1,4,169.0
1,6,138.02608522069195,2,4,1,4,86.0
4,4,83.85829030407344,3,2,3,3,45.0
1,6,135.26623842867315,2,5,1,4,111.0
2,6,138.02608522069195,3,4,2,4,125.0
6,3,220.34827684827684,8,5,5,4,479.0
1,4,75.42923051573571,2,2,1,3,60.0
1,6,68.52813852813853,2,4,1,4,70.0
1,6,71.02556818181817,2,4,1,4,125.0
1,5,135.26623842867315,2,2,1,3,125.0
1,6,98.00111073137388,2,5,1,4,75.0
2,6,129.87171912486124,3,5,1,4,190.0
1,6,153.45101102941177,2,4,1,4,400.0
2,6,138.02608522069195,4,4,1,4,234.0
1,6,138.02608522069195,2,4,1,4,206.0
2,6,86.30045662100457,3,4,1,4,133.0
1,6,86.30045662100457,2,4,1,4,100.0
1,6,103.1286317058469,2,4,1,4,179.0
3,3,138.02608522069195,6,4,2,4,179.0
3,3,77.14240568832707,5,5,3,4,108.0
2,6,153.45101102941177,4,4,2,4,220.0
2,4,93.51619733735733,2,2,1,3,55.0
1,5,103.1286317058469,1,2,1,3,100.0
1,4,93.51619733735733,2,2,1,3,55.0
3,3,183.21820800371316,5,4,3,4,314.0
2,6,75.42923051573571,4,4,1,4,130.0
1,6,103.1286317058469,2,4,1,4,133.0
2,3,88.63882590073068,8,4,4,4,716.0
3,3,93.51619733735733,4,4,2,4,149.0
1,5,157.98023595334942,2,2,1,3,99.0
5,3,135.26623842867315,10,5,4,4,300.0
2,6,138.02608522069195,4,4,1,4,130.0
2,3,103.1286317058469,4,4,2,4,244.0
1,6,157.98023595334942,2,5,1,4,120.0
2,6,192.2759874726177,4,4,2,4,303.0
2,6,192.2759874726177,3,4,1,4,156.0
2,2,135.26623842867315,3,2,1,3,40.0
1,4,83.85829030407344,2,2,1,3,40.0
4,3,198.09007603821408,8,4,4,4,668.0
1,6,138.02608522069195,2,5,1,4,240.0
2,6,138.02608522069195,4,4,1,4,164.0
3,3,138.02608522069195,6,4,2,4,112.0
3,3,75.42923051573571,6,4,3,4,186.0
3,6,67.36219020959923,4,5,2,4,89.0
2,3,157.98023595334942,6,4,2,4,290.0
2,6,138.02608522069195,2,4,1,4,75.0
7,3,255.9705913606096,12,5,5,4,1770.0
1,5,130.2765182186235,2,2,1,3,90.0
2,3,138.02608522069195,4,4,2,4,575.0
2,6,103.1286317058469,2,4,1,4,350.0
1,6,138.02608522069195,2,4,1,4,135.0
3,3,198.09007603821408,6,4,3,4,783.0
1,6,192.2759874726177,2,5,1,4,180.0
2,3,88.63882590073068,4,4,2,4,177.0
1,6,192.2759874726177,2,5,1,4,170.0
1,6,255.9705913606096,2,5,1,4,78.0
5,6,59.82179132040629,6,4,2,4,267.0
4,6,183.21820800371316,6,5,3,4,1118.0
3,6,255.9705913606096,5,4,2,4,373.0
3,6,198.09007603821408,5,4,3,4,242.0
2,3,198.09007603821408,4,4,2,4,357.0
4,3,138.02608522069195,8,5,4,4,512.0
1,6,192.2759874726177,2,5,1,4,89.0
1,4,138.02608522069195,1,2,1,3,44.0
2,3,138.02608522069195,4,4,2,4,392.0
2,6,135.26623842867315,4,4,2,4,500.0
2,4,183.21820800371316,1,2,1,3,70.0
2,6,183.21820800371316,4,4,2,4,265.0
3,6,138.02608522069195,5,4,1,4,164.0
1,5,94.17872340425532,2,3,1,3,125.0
1,5,94.17872340425532,2,3,1,3,138.0
1,5,66.36538461538461,2,3,1,3,148.0
2,5,66.36538461538461,2,3,1,3,165.0
1,6,103.1286317058469,4,4,1,4,130.0
1,4,192.2759874726177,2,2,1,3,53.0
1,6,138.02608522069195,2,4,1,4,95.0
3,6,138.02608522069195,5,4,2,4,137.0
1,6,183.21820800371316,2,4,1,4,183.0
1,4,138.02608522069195,2,2,1,3,120.0
1,6,84.19321449108683,2,5,1,4,119.0
1,6,138.02608522069195,2,4,1,4,180.0
1,6,77.14240568832707,2,4,1,4,78.0
1,3,100.7890625,2,4,1,4,174.0
1,6,138.02608522069195,3,4,1,4,162.0
3,6,192.2759874726177,4,5,3,4,175.0
2,6,157.98023595334942,2,5,1,4,86.0
3,3,138.02608522069195,6,4,2,4,112.0
1,4,138.02608522069195,2,2,1,3,69.0
3,3,138.02608522069195,7,4,2,4,296.0
1,6,67.36219020959923,2,5,1,4,49.0
1,6,77.14240568832707,2,2,1,3,47.0
3,6,129.87171912486124,3,4,1,4,280.0
2,6,255.9705913606096,2,4,1,4,250.0
5,3,129.87171912486124,8,5,4,4,451.0
2,5,114.50185185185184,4,2,2,3,100.0
1,5,68.52813852813853,2,2,1,3,40.0
1,6,65.60103896103895,2,5,1,4,105.0
3,6,192.2759874726177,4,6,3,4,1649.0
1,6,138.67108953095203,2,5,1,4,149.0
1,6,183.21820800371316,2,4,1,4,229.0
2,6,93.51619733735733,2,4,1,4,65.0
2,6,192.2759874726177,2,4,1,4,167.0
2,6,255.9705913606096,4,5,2,4,145.0
2,2,138.02608522069195,3,2,1,3,66.0
6,3,129.87171912486124,9,5,4,4,384.0
1,6,192.2759874726177,2,4,1,4,379.0
1,5,94.17872340425532,4,3,1,3,165.0
1,6,255.9705913606096,2,5,1,4,150.0
1,6,153.45101102941177,2,4,1,4,139.0
1,4,138.02608522069195,2,2,1,3,120.0
3,6,255.9705913606096,5,4,2,4,371.0
1,6,157.98023595334942,2,4,1,4,275.0
2,6,255.9705913606096,2,5,1,4,131.0
2,5,255.9705913606096,3,2,2,3,250.0
1,6,77.14240568832707,2,2,1,3,37.0
1,6,103.1286317058469,2,4,1,4,154.0
3,3,157.98023595334942,6,5,3,4,564.0
1,6,103.1286317058469,2,4,1,4,172.0
1,6,117.31939891873483,2,4,1,4,69.0
1,5,183.21820800371316,1,2,1,3,110.0
2,5,68.52813852813853,1,2,1,3,40.0
1,6,77.14240568832707,2,4,1,4,78.0
2,6,59.82179132040629,4,5,1,4,90.0
2,6,138.02608522069195,4,4,1,4,161.0
7,3,88.63882590073068,10,5,4,4,232.0
4,3,98.00111073137388,6,5,3,4,276.0
2,4,98.00111073137388,2,2,1,3,39.0
3,3,138.67108953095203,6,4,3,4,295.0
3,6,84.19321449108683,16,5,3,4,514.0
1,6,255.9705913606096,2,5,1,4,321.0
3,6,72.17170111287759,4,5,2,4,200.0
3,3,100.7890625,5,4,2,4,195.0
1,6,88.63882590073068,2,4,1,4,250.0
3,6,198.09007603821408,4,4,2,4,314.0
4,3,255.9705913606096,8,5,4,4,894.0
2,6,198.09007603821408,4,5,2,4,177.0
2,3,106.39955357142856,5,4,2,4,220.0
1,5,68.52813852813853,2,2,1,3,43.0
2,5,138.02608522069195,2,2,1,3,82.0
1,6,138.02608522069195,2,5,1,4,90.0
2,3,103.1286317058469,4,4,2,4,198.0
1,6,103.1286317058469,2,4,1,4,190.0
2,3,255.9705913606096,4,4,2,4,180.0
4,3,255.9705913606096,6,5,3,4,1037.0
1,4,138.02608522069195,3,2,1,3,327.0
3,6,157.98023595334942,5,4,1,4,263.0
2,6,59.82179132040629,4,5,2,4,110.0
1,5,67.36219020959923,2,2,1,3,60.0
4,3,114.50185185185184,8,5,4,4,291.0
3,3,103.1286317058469,6,4,3,4,266.0
3,3,86.30045662100457,6,4,3,4,280.0
2,1,98.00111073137388,16,6,1,4,200.0
2,6,198.09007603821408,4,5,2,4,250.0
2,3,153.45101102941177,4,4,2,4,159.0
1,6,153.45101102941177,3,4,1,4,190.0
1,6,157.98023595334942,2,4,1,4,210.0
7,3,138.67108953095203,10,5,4,4,629.0
1,5,138.02608522069195,2,3,1,3,139.0
1,5,138.02608522069195,2,3,1,3,160.0
2,5,138.02608522069195,4,3,1,3,180.0
2,6,192.2759874726177,3,4,1,4,230.0
2,1,106.39955357142856,4,4,2,4,150.0
1,4,138.02608522069195,1,1,1,1,33.0
3,5,138.02608522069195,4,2,1,3,125.0
4,3,135.88888888888889,6,5,3,4,303.0
9,3,255.9705913606096,10,5,5,4,1571.0
1,6,183.21820800371316,2,4,1,4,220.0
1,6,68.52813852813853,2,5,1,4,47.0
1,6,129.87171912486124,2,5,1,4,250.0
3,6,183.21820800371316,4,4,3,4,236.0
3,3,138.02608522069195,4,4,2,4,485.0
8,3,255.9705913606096,8,5,5,4,450.0
2,3,153.45101102941177,4,5,2,4,200.0
1,6,68.52813852813853,2,5,1,4,50.0
2,6,183.21820800371316,4,4,2,4,485.0
3,3,135.26623842867315,6,5,3,4,550.0
2,4,98.00111073137388,2,2,1,3,39.0
2,6,135.26623842867315,3,4,2,4,150.0
1,6,138.02608522069195,2,4,1,4,198.0
5,3,129.87171912486124,8,5,4,4,500.0
2,6,129.87171912486124,4,5,2,4,165.0
2,6,255.9705913606096,4,5,2,4,708.0
3,6,183.21820800371316,4,4,2,4,214.0
3,3,255.9705913606096,6,5,3,4,1550.0
1,4,84.19321449108683,2,3,1,3,74.0
2,4,84.19321449108683,3,3,1,3,94.0
2,6,255.9705913606096,4,5,2,4,350.0
1,6,183.21820800371316,2,4,1,4,168.0
1,6,86.30045662100457,3,4,1,4,133.0
1,6,86.30045662100457,3,4,1,4,133.0
1,6,86.30045662100457,3,4,1,4,133.0
1,6,86.30045662100457,3,4,1,4,140.0
1,1,67.36219020959923,1,2,1,4,36.0
5,3,157.98023595334942,9,5,5,4,764.0
1,6,138.02608522069195,2,5,1,4,160.0
6,6,59.82179132040629,9,4,3,4,222.0
1,2,100.7890625,2,2,1,3,60.0
1,2,100.7890625,2,2,1,3,50.0
1,6,135.26623842867315,2,2,1,3,63.0
1,5,68.52813852813853,2,2,1,3,42.0
1,4,56.88147754451237,2,2,1,3,91.0
1,4,93.51619733735733,2,2,1,3,59.0
2,3,138.02608522069195,6,4,2,4,343.0
6,3,157.98023595334942,9,5,5,4,800.0
4,6,138.02608522069195,4,5,2,4,120.0
2,3,72.17170111287759,4,4,2,4,220.0
1,6,255.9705913606096,2,5,1,4,200.0
3,3,255.9705913606096,6,5,3,4,1223.0
2,3,192.2759874726177,4,4,2,4,519.0
2,3,130.2765182186235,4,4,2,4,212.0
2,3,153.45101102941177,4,5,2,4,200.0
2,6,93.51619733735733,3,4,1,4,141.0
1,4,68.52813852813853,1,2,1,3,35.0
2,6,138.02608522069195,4,5,2,4,399.0
3,6,183.21820800371316,4,4,2,4,175.0
2,6,153.45101102941177,2,4,1,4,233.0
4,6,129.87171912486124,3,5,1,4,200.0
1,1,138.02608522069195,1,1,1,1,33.0
2,6,192.2759874726177,3,4,1,4,190.0
2,5,75.42923051573571,2,3,1,3,124.0
3,3,157.98023595334942,4,5,4,4,1000.0
2,6,153.45101102941177,3,4,1,4,167.0
4,3,138.67108953095203,6,5,3,4,380.0
1,2,100.7890625,1,2,1,3,45.0
3,3,106.39955357142856,5,5,3,4,217.0
3,6,135.26623842867315,4,4,2,4,300.0
3,6,157.98023595334942,4,4,2,4,234.0
2,6,138.02608522069195,4,4,2,4,278.0
2,3,138.02608522069195,4,5,2,4,341.0
1,6,192.2759874726177,2,4,1,4,150.0
2,6,135.26623842867315,4,4,2,4,220.0
1,4,106.39955357142856,2,2,1,3,38.0
1,6,192.2759874726177,2,5,1,4,111.0
1,6,135.26623842867315,2,4,1,4,220.0
3,3,138.02608522069195,6,4,3,4,183.0
1,4,93.51619733735733,2,2,1,3,56.0
2,6,56.88147754451237,4,5,2,4,77.0
1,4,183.21820800371316,1,2,1,3,65.0
5,6,192.2759874726177,5,4,2,4,259.0
5,3,98.00111073137388,10,4,5,4,423.0
3,6,157.98023595334942,5,5,2,4,283.0
1,6,103.1286317058469,2,2,1,3,60.0
3,3,116.07480748074806,6,4,2,4,297.0
1,6,114.50185185185184,2,6,1,4,300.0
5,3,98.00111073137388,9,5,5,4,250.0
1,6,183.21820800371316,2,4,1,4,124.0
1,6,138.02608522069195,3,5,1,4,70.0
1,6,255.9705913606096,2,5,1,4,198.0
10,3,98.00111073137388,16,5,7,4,1337.0
1,6,77.14240568832707,2,2,1,3,45.0
2,6,77.14240568832707,4,2,1,3,45.0
1,6,77.14240568832707,2,2,1,3,40.0
1,6,77.14240568832707,2,2,1,3,40.0
1,6,77.14240568832707,2,2,1,3,40.0
1,6,77.14240568832707,2,2,1,3,38.0
2,4,138.02608522069195,2,2,1,3,60.0
1,6,66.36538461538461,2,5,1,4,75.0
3,3,66.36538461538461,6,5,3,4,111.0
3,6,116.07480748074806,4,5,2,4,170.0
1,6,138.02608522069195,2,4,1,4,131.0
1,5,138.02608522069195,2,2,1,3,110.0
1,6,138.02608522069195,2,5,1,4,182.0
2,6,56.88147754451237,4,5,2,4,90.0
2,6,138.02608522069195,3,5,1,4,90.0
2,6,138.67108953095203,4,5,1,4,214.0
3,6,138.02608522069195,6,4,1,4,152.0
1,5,135.26623842867315,2,2,1,3,64.0
2,3,94.17872340425532,5,4,2,4,145.0
2,3,103.1286317058469,4,4,2,4,202.0
2,3,103.1286317058469,4,4,2,4,205.0
3,6,77.14240568832707,6,5,3,4,550.0
2,6,129.87171912486124,4,5,1,4,220.0
2,6,77.14240568832707,4,4,1,4,208.0
1,5,67.36219020959923,2,2,1,3,63.0
2,6,103.1286317058469,4,4,2,4,243.0
2,6,93.51619733735733,4,5,1,4,91.0
2,3,255.9705913606096,4,5,2,4,400.0
1,6,106.39955357142856,2,4,1,4,110.0
1,6,198.09007603821408,3,4,1,4,116.0
2,6,183.21820800371316,4,4,2,4,200.0
2,6,183.21820800371316,4,5,2,4,120.0
1,2,138.02608522069195,2,2,1,3,50.0
2,3,116.07480748074806,4,4,2,4,347.0
2,5,138.02608522069195,2,3,1,3,218.0
5,3,135.26623842867315,8,5,4,4,1000.0
3,6,138.02608522069195,5,4,1,4,251.0
5,3,138.67108953095203,10,4,4,4,635.0
2,6,183.21820800371316,4,4,2,4,336.0
3,6,157.98023595334942,5,5,2,4,199.0
1,3,153.45101102941177,4,4,2,4,315.0
2,6,138.02608522069195,2,4,1,4,311.0
1,6,130.2765182186235,2,4,1,4,169.0
3,3,75.42923051573571,4,4,2,4,166.0
2,6,135.26623842867315,4,5,1,4,120.0
2,3,255.9705913606096,4,5,3,4,909.0
2,6,106.39955357142856,4,4,2,4,235.0
6,3,138.67108953095203,9,5,5,4,500.0
2,6,183.21820800371316,4,4,2,4,432.0
1,6,157.98023595334942,2,4,1,4,175.0
1,4,183.21820800371316,2,2,1,3,55.0
2,6,129.87171912486124,4,5,1,4,220.0
1,6,138.02608522069195,2,4,1,4,185.0
4,3,114.50185185185184,8,5,4,4,253.0
2,6,138.02608522069195,4,5,2,4,256.0
5,3,255.9705913606096,8,5,3,4,893.0
3,3,66.36538461538461,6,4,2,4,232.0
1,6,67.36219020959923,2,4,1,4,130.0
1,5,68.52813852813853,2,2,1,3,40.0
2,6,135.26623842867315,4,4,2,4,364.0
2,6,157.98023595334942,4,5,1,4,115.0
3,6,71.02556818181817,6,2,3,3,170.0
1,6,130.2765182186235,2,4,1,4,65.0
1,6,77.14240568832707,2,2,1,3,37.0
1,6,77.14240568832707,2,2,1,3,44.0
2,6,183.21820800371316,3,4,1,4,139.0
4,3,71.02556818181817,8,5,4,4,271.0
1,6,138.02608522069195,2,4,1,4,191.0
3,3,138.02608522069195,6,4,2,4,331.0
3,3,138.02608522069195,6,4,2,4,307.0
1,2,103.1286317058469,1,2,1,3,28.0
5,3,138.02608522069195,6,4,2,4,150.0
1,6,192.2759874726177,2,4,1,4,221.0
2,6,198.09007603821408,4,4,2,4,215.0
1,6,138.02608522069195,2,4,1,4,76.0
1,2,138.02608522069195,1,2,1,3,59.0
1,6,117.31939891873483,2,4,1,4,65.0
1,3,94.17872340425532,3,2,1,3,37.0
1,3,94.17872340425532,2,2,1,3,41.0
1,3,138.02608522069195,2,2,1,3,44.0
1,5,138.02608522069195,2,2,1,3,68.0
1,2,138.02608522069195,1,2,1,3,57.0
2,6,138.02608522069195,4,4,1,4,112.0
2,2,138.02608522069195,4,2,1,3,73.0
1,4,59.82179132040629,1,2,1,3,25.0
1,6,135.26623842867315,2,2,1,3,49.0
1,2,103.1286317058469,2,2,1,3,36.0
1,2,103.1286317058469,2,2,1,3,36.0
1,3,103.1286317058469,2,2,1,3,36.0
2,2,103.1286317058469,3,2,1,3,39.0
1,3,103.1286317058469,2,2,1,3,36.0
1,6,86.30045662100457,2,2,1,3,34.0
1,6,138.02608522069195,2,4,1,4,84.0
1,6,138.02608522069195,2,4,1,4,160.0
1,6,62.0703125,2,4,1,4,110.0
1,4,93.51619733735733,2,2,1,3,60.0
3,6,183.21820800371316,6,4,2,4,260.0
1,6,153.45101102941177,2,5,1,4,152.0
1,6,255.9705913606096,2,5,1,4,134.0
7,3,138.02608522069195,10,4,3,4,185.0
3,6,135.26623842867315,5,4,2,4,380.0
4,3,129.87171912486124,6,5,3,4,802.0
2,6,106.39955357142856,2,5,1,4,161.0
1,6,59.82179132040629,2,4,1,4,106.0
3,3,59.82179132040629,5,4,3,4,149.0
5,6,138.02608522069195,8,5,3,4,192.0
1,6,106.39955357142856,2,4,1,4,154.0
5,3,255.9705913606096,9,5,4,4,929.0
2,3,138.02608522069195,4,4,2,4,390.0
1,6,88.63882590073068,3,4,1,4,155.0
3,3,106.39955357142856,5,4,2,4,288.0
4,6,129.87171912486124,8,5,4,4,493.0
3,6,114.50185185185184,5,5,3,4,120.0
1,6,138.02608522069195,2,4,1,4,183.0
3,6,153.45101102941177,5,4,2,4,303.0
1,6,138.02608522069195,3,4,1,4,188.0
1,6,138.02608522069195,3,4,1,4,157.0
1,6,138.02608522069195,2,4,1,4,269.0
1,6,198.09007603821408,2,4,1,4,150.0
1,6,138.02608522069195,2,5,1,4,65.0
1,6,138.02608522069195,2,4,1,4,179.0
3,3,220.34827684827684,4,4,2,4,215.0
1,6,153.45101102941177,2,4,1,4,149.0
2,6,138.02608522069195,4,4,1,4,279.0
2,6,100.7890625,3,5,1,4,87.0
1,6,93.51619733735733,2,5,1,4,195.0
1,2,138.02608522069195,2,2,1,3,59.0
1,6,86.30045662100457,2,2,1,3,31.0
2,6,183.21820800371316,3,4,1,4,139.0
1,6,183.21820800371316,2,4,1,4,172.0
1,6,138.02608522069195,2,4,1,4,244.0
1,6,138.02608522069195,2,4,1,4,259.0
2,3,88.63882590073068,4,4,2,4,139.0
4,3,103.1286317058469,8,4,3,4,191.0
1,6,138.02608522069195,4,4,1,4,176.0
1,6,56.88147754451237,2,5,1,4,200.0
4,3,183.21820800371316,6,4,3,4,1272.0
1,4,183.21820800371316,1,1,1,1,35.0
1,4,183.21820800371316,2,2,1,3,104.0
1,5,138.02608522069195,1,2,1,3,70.0
1,3,94.17872340425532,2,2,1,3,41.0
1,5,138.02608522069195,2,2,1,3,79.0
1,5,138.02608522069195,2,2,1,3,79.0
1,6,135.26623842867315,2,2,1,3,63.0
5,3,106.39955357142856,10,5,5,4,774.0
3,6,153.45101102941177,6,5,3,4,300.0
1,6,255.9705913606096,2,5,1,4,575.0
1,6,255.9705913606096,2,5,1,4,278.0
2,6,106.39955357142856,4,4,2,4,253.0
1,6,183.21820800371316,2,4,1,4,298.0
2,4,135.26623842867315,2,2,1,3,70.0
2,4,183.21820800371316,2,2,1,3,60.0
3,6,183.21820800371316,5,4,2,4,287.0
2,6,138.02608522069195,4,4,1,4,121.0
1,6,138.02608522069195,2,4,1,4,160.0
1,6,183.21820800371316,2,4,1,4,160.0
1,6,183.21820800371316,2,4,1,4,166.0
2,4,135.26623842867315,3,2,2,3,293.0
1,2,84.19321449108683,2,2,1,3,50.0
2,6,129.87171912486124,4,4,2,4,436.0
1,5,129.87171912486124,2,2,1,3,140.0
2,6,138.02608522069195,3,2,1,3,100.0
2,3,138.02608522069195,4,4,2,4,325.0
3,3,138.02608522069195,6,5,3,4,332.0
1,6,138.02608522069195,3,4,1,4,306.0
5,6,66.36538461538461,6,5,3,4,209.0
2,6,157.98023595334942,4,4,1,4,330.0
2,6,84.19321449108683,4,4,2,4,177.0
3,3,117.31939891873483,6,4,2,4,394.0
1,6,84.19321449108683,3,4,1,4,170.0
4,3,75.42923051573571,6,4,3,4,198.0
2,6,84.19321449108683,4,4,2,4,138.0
2,6,138.02608522069195,2,4,1,4,159.0
