host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price,distance_to_city_center,email,phone,reviews,jumio,Long term stays allowed,Wifi,Essentials,Smoke alarm,mapped_property_type,mapped_bathrooms,mapped_room_type,response_time
2021-04-02,1.0,1.0,0,0.0,1,0,2,1,1,2,31,2,2,31,31,2,31,1,11,41,71,71,1,1,1,2021-12-03,2021-12-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,1.0,89.0,33.13109175084858,0,1,0,0,1,1,1,1,5,6,4.0,4.0
2015-11-13,1.0,0.5,0,0.0,1,1,4,2,3,2,365,2,7,365,365,2,365,1,30,60,90,365,1,1,1,2021-12-05,2021-12-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,1.0,350.0,7.686000285420588,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2017-04-27,1.0,0.69,0,1.0,1,1,4,2,2,14,365,14,28,365,365,21,365,1,15,45,75,350,1,1,1,2021-12-06,2021-12-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,1.0,280.0,2.8304516020555948,1,1,1,1,1,1,1,1,5,3,4.0,4.0
2015-01-20,0.9250118017309205,0.0,0,1.0,1,1,4,2,2,90,91,90,90,91,91,90,91,1,27,57,87,362,13,0,0,2015-09-08,2018-03-16,4.08,4.67,3.83,4.42,4.42,4.92,4.33,0,1,1,0,0,0.17,100.0,4.1730751887452575,1,1,1,1,1,1,1,1,4,3,4.0,
2017-02-24,0.9250118017309205,0.8164300559552359,0,3.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,2017-10-21,2017-10-21,3.0,3.0,3.0,5.0,4.0,5.0,3.0,1,2,1,1,0,0.02,50.0,5.089535267184713,1,1,1,1,1,1,1,0,2,4,3.0,
2012-12-01,0.9250118017309205,1.0,0,32.0,1,0,6,3,4,91,1125,91,91,1125,1125,91,1125,1,0,0,0,0,12,0,0,2015-01-19,2018-10-13,4.67,4.67,4.33,4.56,4.67,4.89,4.22,0,9,9,0,0,0.14,315.0,2.510665534539386,1,1,1,1,1,1,1,1,4,6,,
2015-11-18,0.9250118017309205,0.8164300559552359,0,1.0,1,1,8,4,4,90,1125,90,90,1125,1125,90,1125,1,12,17,17,162,3,0,0,2016-12-30,2018-01-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.05,548.0,6.139345356238092,1,1,1,1,1,1,1,1,5,3,,
2015-12-14,0.9250118017309205,0.8164300559552359,0,1.0,1,0,1,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,2016-02-11,2016-02-11,4.0,4.0,4.0,3.0,4.0,5.0,5.0,0,1,1,0,0,0.01,40.0,9.749436473744796,1,1,1,0,1,1,0,1,5,6,4.0,
2016-04-10,0.9250118017309205,0.8164300559552359,0,0.0,1,0,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2019-12-31,2020-01-02,4.0,4.5,2.0,5.0,4.0,5.0,3.0,0,1,1,0,0,0.08,150.0,14.76232686343433,0,1,0,0,1,1,1,1,4,3,4.0,
2017-03-11,0.9250118017309205,0.8164300559552359,0,0.0,1,1,5,2,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,2020-01-03,2020-01-03,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,1,1,1,0,0,0.04,250.0,1.3103425964956927,1,1,0,1,1,0,1,1,4,3,4.0,
2018-09-09,0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2019-02-22,2019-03-22,5.0,4.5,4.0,4.5,4.5,5.0,4.5,1,1,0,1,0,0.06,65.0,10.485513096333381,1,1,0,1,1,1,1,1,2,4,3.0,
2013-09-01,0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,2,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2016-05-21,2016-11-26,5.0,5.0,4.5,5.0,5.0,5.0,4.5,0,1,1,0,0,0.03,110.0,11.572945998698504,1,1,1,1,1,1,1,1,4,3,4.0,
2012-12-15,0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,2018-12-28,2019-01-09,3.33,3.0,3.0,4.33,4.0,4.33,3.67,0,1,1,0,0,0.08,150.0,4.450225948297431,1,1,0,0,1,1,1,1,4,6,4.0,
2013-03-18,0.9250118017309205,0.8164300559552359,0,1.0,1,1,6,3,3,90,90,90,90,90,90,90,90,1,0,0,0,0,8,0,0,2014-01-08,2017-11-02,5.0,5.0,5.0,5.0,5.0,5.0,4.88,0,1,1,0,0,0.08,380.0,2.613493185982108,1,1,1,1,1,1,1,1,5,3,4.0,
2017-02-07,0.9250118017309205,0.8164300559552359,0,1.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2018-05-07,2019-01-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.05,84.0,21.834623186689125,1,1,1,1,1,1,1,0,4,6,4.0,
2015-09-22,0.9250118017309205,1.0,0,1.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,27,57,87,87,2,2,0,2021-01-20,2021-02-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,1,0,0.19,60.0,11.794471096677775,1,1,1,1,1,1,1,1,2,4,3.0,
2015-06-03,0.9250118017309205,1.0,0,19.0,1,1,2,1,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,190,1,1,0,2021-01-21,2021-01-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,22,0,15,7,0.09,59.0,6.365360237900177,1,1,1,1,1,1,1,1,2,2,3.0,
2014-11-28,0.9250118017309205,0.8164300559552359,0,2.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,2016-01-05,2016-01-05,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,1,1,0,0,0.01,150.0,5.938653778717927,1,1,1,1,1,1,1,1,4,6,4.0,
2019-12-10,0.9250118017309205,0.8164300559552359,0,0.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,2020-01-23,2020-01-23,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.04,148.0,6.394440530693793,1,1,0,0,1,1,1,1,4,6,4.0,
2016-11-30,0.9250118017309205,0.8164300559552359,0,2.0,1,0,2,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2018-02-05,2018-02-15,4.0,5.0,3.5,5.0,5.0,5.0,5.0,0,2,0,2,0,0.04,44.0,8.252424283624487,1,1,0,0,1,1,1,1,2,4,3.0,
2015-01-15,0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,180,1,0,0,2020-01-03,2020-01-03,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1,2,0,2,0,0.04,105.0,6.2453510794673806,1,1,1,1,1,1,1,1,2,4,3.0,
2016-09-04,1.0,1.0,0,0.0,1,0,4,3,3,7,365,7,7,365,365,7,365,1,6,30,38,192,0,0,0,,,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.965576532094104,650.0,29.89041113552904,1,1,0,0,1,1,1,1,5,3,4.0,4.0
2014-06-04,0.69,0.31,0,81.0,1,1,7,4,5,7,1125,7,7,1125,1125,7,1125,1,7,37,66,150,0,0,0,,,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,87,87,0,0,0.965576532094104,1035.0,4.835745966548089,1,1,1,1,1,1,1,0,5,3,4.0,2.0
2013-04-21,0.9250118017309205,0.8164300559552359,0,1.0,1,1,7,4,4,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2018-12-30,2020-01-14,4.5,5.0,4.5,5.0,5.0,5.0,4.0,1,1,1,0,0,0.06,850.0,25.68769572495555,1,1,1,1,1,1,1,1,5,6,4.0,
2021-02-01,0.9250118017309205,0.8164300559552359,0,10.0,1,1,2,1,1,1,1125,1,3,1125,1125,1,1125,1,11,35,64,337,11,11,0,2021-02-21,2021-10-23,4.18,4.0,4.27,4.55,4.64,4.64,3.91,1,10,9,1,0,1.13,227.0,11.290506149711376,1,1,0,0,1,1,1,1,4,6,4.0,
2014-03-19,0.9250118017309205,0.8164300559552359,0,1.0,1,0,1,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,2016-04-09,2016-04-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.01,30.0,7.282942662686349,1,1,1,0,1,1,1,1,2,3,3.0,
2014-10-28,0.9250118017309205,0.8164300559552359,0,1.0,1,1,1,1,1,90,93,90,90,93,93,90,93,0,0,0,0,0,1,0,0,2019-10-30,2019-10-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.04,55.0,14.012497101455253,1,1,1,1,1,1,1,1,2,5,3.0,
2015-07-26,0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2018-02-25,2018-02-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.04,79.0,1.388831456645939,1,1,1,1,1,1,1,1,2,2,3.0,
2014-06-14,0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,5,0,0,2015-12-08,2015-12-21,3.8,4.4,3.4,4.4,4.4,4.6,3.8,1,1,0,1,0,0.07,82.0,1.3090510697717483,1,1,1,1,1,1,1,1,2,6,3.0,
2015-05-16,0.9250118017309205,0.8164300559552359,0,5.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,7,0,0,2015-08-14,2016-01-03,4.14,4.14,3.86,4.71,4.86,5.0,4.29,0,5,0,5,0,0.09,124.0,0.8111302544972685,1,1,1,1,1,1,1,1,2,2,3.0,
2014-08-06,0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2016-11-08,2016-11-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.03,70.0,3.135212767710175,1,1,1,1,1,1,1,1,2,5,3.0,
2015-05-25,0.9250118017309205,0.8164300559552359,0,1.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,26,0,0,2015-06-06,2017-11-22,4.96,4.92,4.77,4.88,4.88,4.92,4.52,0,1,0,1,0,0.33,250.0,1.6690599966385882,1,1,1,1,1,0,0,0,2,3,3.0,
2019-08-06,0.9250118017309205,0.8164300559552359,0,29.0,1,1,2,1,1,2,60,4,21,1125,1125,8,1125,1,23,53,83,358,28,24,0,2020-09-21,2021-10-03,4.75,4.75,4.71,4.96,4.71,4.75,4.68,0,29,29,0,0,1.89,213.0,3.021636213009015,1,1,0,1,1,1,1,1,4,6,4.0,
2021-03-25,0.0,0.8164300559552359,0,1.0,1,0,2,1,1,90,365,90,90,365,365,90,365,1,27,57,87,362,0,0,0,,,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,0,1,0,0.965576532094104,40.0,36.85097413528832,0,1,0,0,1,1,1,1,2,4,3.0,1.0
2017-08-16,0.9250118017309205,0.8164300559552359,0,1.0,1,1,4,2,1,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,3,2,0,2019-12-16,2021-04-02,3.67,4.33,4.0,3.67,3.67,4.33,3.67,1,1,0,1,0,0.12,120.0,9.69359690721763,0,1,1,1,1,1,1,0,2,5,3.0,
2017-02-09,1.0,0.0,0,0.0,1,1,6,3,4,90,1125,90,90,1125,1125,90,1125,1,11,16,16,64,0,0,0,,,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.965576532094104,400.0,12.76482908859035,1,1,1,1,1,1,1,1,5,6,4.0,3.0
2014-06-14,0.9250118017309205,0.8164300559552359,0,1.0,1,1,3,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,6,0,0,2018-12-30,2019-02-24,5.0,5.0,4.83,5.0,5.0,5.0,4.83,0,1,1,0,0,0.17,160.0,6.187456740208851,1,1,1,1,1,1,1,1,4,6,4.0,
2016-12-19,0.9250118017309205,0.8164300559552359,1,2.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,2020-01-05,2020-01-05,5.0,5.0,3.0,5.0,5.0,5.0,3.0,0,2,1,1,0,0.04,80.0,6.869573439180391,1,1,0,1,1,1,1,1,2,1,3.0,
2018-08-01,0.9250118017309205,0.8164300559552359,0,0.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,23,53,83,84,2,0,0,2019-02-11,2019-02-13,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0,1,0,1,0,0.06,59.0,20.357001874647548,1,1,0,0,1,1,1,1,2,5,3.0,
2015-01-28,0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,53,0,0,2015-02-13,2016-07-24,4.38,4.39,4.34,4.62,4.73,4.92,4.45,0,1,0,1,0,0.64,130.0,0.5985217544156578,1,1,1,1,1,1,0,1,2,6,3.0,
2018-09-20,0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,12,0,0,2019-06-23,2019-07-14,4.5,4.58,4.25,4.67,4.92,4.92,4.67,1,1,1,0,0,0.4,85.0,4.997456142091696,1,1,0,0,1,1,1,1,4,6,4.0,
2019-11-10,1.0,0.8164300559552359,0,2.0,1,1,2,1,2,90,1125,90,90,1125,1125,90,1125,1,28,58,88,89,0,0,0,,,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,1,2,0,2,0,0.965576532094104,88.0,6.317436616103573,1,1,0,0,1,1,1,1,2,4,3.0,4.0
2015-06-20,0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,2015-07-03,2015-07-03,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,1,0,1,0,0.01,65.0,2.463376525090434,1,1,1,0,1,1,1,1,2,3,3.0,
2019-08-07,0.9250118017309205,0.8164300559552359,0,42.0,1,1,5,3,3,2,1125,1,21,1125,1125,7,1125,1,17,42,68,248,57,22,1,2019-07-08,2021-11-08,4.49,4.72,4.6,4.81,4.75,4.95,4.56,0,38,31,4,0,1.93,156.0,3.9173105742382552,1,1,0,0,1,1,1,1,4,6,4.0,
2011-06-05,0.9250118017309205,0.8164300559552359,0,1.0,1,1,5,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2015-01-01,2015-01-04,3.5,3.0,4.0,5.0,5.0,5.0,4.0,0,1,1,0,0,0.02,500.0,6.67013974790532,1,1,1,1,1,1,0,0,4,6,4.0,
2016-01-05,0.9250118017309205,0.8,0,1.0,1,1,2,1,1,2,270,2,2,270,270,2,270,1,0,2,2,253,35,2,0,2018-08-05,2021-06-08,4.82,4.97,4.82,5.0,5.0,4.79,4.85,0,1,1,0,0,0.86,133.0,12.129690920075362,1,1,1,1,1,1,1,1,5,6,4.0,
2012-02-14,0.9250118017309205,0.8164300559552359,0,2.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,2019-04-04,2019-04-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,2,0,2,0,0.03,20.0,18.781917045519027,1,1,1,1,1,1,1,1,2,5,3.0,
2017-08-14,0.9250118017309205,1.0,0,3.0,1,1,6,3,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,67,1,0,2018-05-06,2020-12-28,4.84,4.81,4.82,5.0,4.99,4.75,4.7,0,2,2,0,0,1.53,129.0,15.464680279930773,1,1,1,0,1,1,1,1,4,3,4.0,
2016-02-25,0.9250118017309205,0.8164300559552359,1,1.0,1,1,4,2,3,3,1125,3,3,1125,1125,3,1125,1,0,0,7,187,85,0,0,2016-09-21,2020-03-21,4.83,4.95,4.74,5.0,4.99,4.82,4.78,0,1,1,0,0,1.34,180.0,5.478365784692739,1,1,1,1,1,1,1,1,5,6,4.0,
2015-06-16,0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,2018-11-25,2019-08-18,4.67,5.0,3.67,5.0,5.0,5.0,5.0,0,1,1,0,0,0.08,85.0,6.094097666896418,1,1,1,0,1,0,1,1,4,6,4.0,
2020-10-27,0.9250118017309205,1.0,0,1.0,1,1,4,2,2,7,23,6,7,14,1125,7,1120,1,11,15,15,15,1,1,0,2021-01-13,2021-01-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.09,300.0,6.774981580731968,1,1,0,1,0,1,1,1,4,6,4.0,
2014-11-17,0.9250118017309205,0.8164300559552359,0,1.0,1,0,6,3,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2017-04-15,2017-06-11,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.04,129.0,8.173102519687998,1,1,1,0,1,1,1,1,5,6,4.0,
2014-03-11,0.9250118017309205,0.8164300559552359,0,1.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,28,58,148,17,4,1,2018-04-01,2021-12-05,4.82,5.0,5.0,5.0,5.0,5.0,4.47,0,1,1,0,0,0.38,414.0,28.06527317018949,0,1,0,0,1,1,1,1,4,6,4.0,
2016-06-21,1.0,0.0,0,1.0,1,1,9,4,5,90,350,90,90,1125,1125,90,1125,1,30,60,90,90,0,0,0,,,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,2,2,0,0,0.965576532094104,705.0,3.4402948390473562,1,1,1,0,1,1,0,1,5,3,4.0,3.0
2015-02-03,0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,5,0,0,2015-03-11,2016-02-29,4.2,5.0,4.4,4.8,4.8,5.0,4.8,0,1,0,1,0,0.06,100.0,10.065584472260817,1,1,1,1,1,1,1,1,2,3,3.0,
2018-05-04,0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,2018-06-13,2018-06-13,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,1,1,1,0,0,0.02,180.0,1.1877512238661168,1,1,0,1,1,1,1,1,4,6,4.0,
2015-08-11,0.9250118017309205,0.8164300559552359,0,1.0,1,0,3,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,10,0,0,2019-01-02,2019-01-24,4.4,4.7,4.2,4.7,4.9,4.7,4.7,0,1,0,1,0,0.28,45.0,3.6726472209174297,1,1,0,0,1,1,1,0,2,4,3.0,
2013-06-01,0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,2019-12-31,2020-02-15,4.67,5.0,4.0,5.0,5.0,5.0,4.67,0,1,1,0,0,0.13,250.0,6.183184253242629,1,1,1,1,1,1,1,1,4,6,4.0,
2013-02-25,0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2014-01-05,2014-01-14,4.0,4.5,5.0,4.0,5.0,5.0,4.5,0,1,1,0,0,0.02,350.0,6.776725249563554,1,1,1,1,1,0,1,0,4,6,4.0,
2016-01-21,0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2016-12-30,2017-01-21,3.5,3.5,2.5,5.0,4.0,4.5,3.5,1,1,0,1,0,0.03,47.0,5.153840291167441,1,1,1,0,1,1,1,1,6,4,3.0,
2020-07-17,0.75,0.5,0,0.0,1,1,6,3,4,7,90,7,7,1125,1125,7,1125,1,8,14,36,284,0,0,0,,,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.965576532094104,200.0,1.1161606801762276,1,1,0,1,1,1,1,1,5,3,4.0,4.0
2015-02-14,0.9250118017309205,1.0,0,2.0,1,0,1,1,1,90,100,90,90,100,100,90,100,1,0,5,35,310,20,1,0,2017-02-11,2020-12-12,4.74,4.84,4.89,4.63,4.89,4.56,4.83,0,2,0,2,0,0.34,35.0,35.509357026277655,1,1,1,0,1,1,1,1,2,4,3.0,
2015-08-11,0.9,0.38,0,49.0,1,1,4,2,3,90,1125,5,90,1125,1125,89,1125,1,14,32,62,337,0,0,0,,,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,47,47,0,0,0.965576532094104,535.0,11.33477265994322,1,1,1,1,1,0,1,0,4,3,4.0,4.0
2019-10-07,0.9250118017309205,0.8164300559552359,0,1.0,1,1,6,3,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,5,0,0,2019-10-29,2020-02-08,4.2,4.0,4.2,4.0,4.8,4.4,4.4,0,1,1,0,0,0.19,120.0,13.54768926240864,1,1,0,1,1,1,1,1,4,3,4.0,
2014-04-13,0.9250118017309205,0.8164300559552359,0,2.0,1,0,3,2,2,7,30,7,7,30,30,7,30,1,29,59,89,364,2,0,0,2016-09-21,2016-10-26,4.5,4.5,4.5,4.5,4.5,4.5,4.0,0,2,1,1,0,0.03,250.0,14.003932910826824,1,1,1,0,1,1,1,1,2,4,3.0,
2015-12-03,0.9250118017309205,0.8164300559552359,0,1.0,1,1,5,3,4,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2018-01-17,2019-01-04,5.0,4.5,5.0,5.0,5.0,4.5,4.5,0,1,1,0,0,0.04,500.0,4.162597077208593,1,1,1,1,1,1,1,1,5,3,4.0,
2015-12-02,0.9250118017309205,0.8164300559552359,0,1.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,9,0,0,2016-01-09,2018-04-20,4.89,4.89,4.89,4.78,4.89,4.89,5.0,1,1,0,1,0,0.12,45.0,3.695281328920325,1,1,1,1,1,1,1,1,2,2,3.0,
2017-04-16,0.9250118017309205,0.8164300559552359,0,2.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,8,0,0,2017-11-16,2019-02-21,4.38,4.25,4.5,4.5,4.38,4.63,4.63,0,2,1,1,0,0.16,80.0,17.808527395807587,1,1,1,1,1,1,1,1,5,6,4.0,
2015-03-19,0.9250118017309205,0.8164300559552359,0,1.0,1,0,4,2,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,2015-12-30,2015-12-30,4.0,4.0,5.0,5.0,4.0,4.0,4.0,0,1,1,0,0,0.01,150.0,11.259176119628279,1,1,1,0,1,1,1,1,4,6,4.0,
2014-03-25,0.9250118017309205,0.8164300559552359,0,2.0,1,1,2,1,2,90,1125,90,90,1125,1125,90,1125,1,29,59,89,167,1,0,0,2015-03-04,2015-03-04,4.0,2.0,4.0,4.0,5.0,5.0,4.0,0,2,1,1,0,0.01,70.0,5.49216588381473,1,1,1,1,1,0,0,1,2,4,3.0,
2011-03-19,0.9250118017309205,0.8164300559552359,0,1.0,1,1,6,4,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,2016-01-22,2016-01-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.01,400.0,2.9001225751831172,1,1,1,1,1,1,1,1,5,3,,
2015-11-04,0.9250118017309205,0.8164300559552359,0,1.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,2016-01-03,2016-01-03,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,1,1,0,0,0.01,280.0,11.713240829412207,1,1,1,1,1,1,1,1,4,6,4.0,
2019-07-08,0.9250118017309205,0.8164300559552359,0,2.0,1,1,3,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2020-02-13,2020-02-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,2,0,2,0,0.09,70.0,6.066678595280999,1,1,0,1,1,1,1,1,2,4,3.0,
2012-06-08,0.9250118017309205,0.8164300559552359,0,1.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,28,58,88,363,2,0,0,2016-01-01,2016-03-05,4.0,4.5,4.0,4.5,4.0,5.0,4.5,0,1,0,1,0,0.03,200.0,6.1699995084669625,1,1,1,1,1,1,1,1,2,6,3.0,
2018-02-23,0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,2,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,2018-03-16,2018-03-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.02,61.0,11.499111607459234,1,1,0,0,1,1,1,1,2,4,3.0,
2014-06-22,0.9250118017309205,0.8164300559552359,0,1.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,2017-07-19,2017-07-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,1,0,0.04,47.0,1.1579150927165942,1,1,1,1,1,1,1,1,2,4,3.0,
2019-07-24,0.9250118017309205,0.8164300559552359,0,354.0,1,0,2,1,1,1,365,2,3,365,365,3,365,1,17,47,65,340,1,1,1,2021-11-10,2021-11-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,197,197,0,0,1.0,144.0,1.457004673874071,1,1,0,0,1,1,1,1,4,6,4.0,
2013-10-15,1.0,1.0,0,1.0,1,1,5,2,2,4,365,4,4,365,365,4,365,1,5,14,14,14,0,0,0,,,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.965576532094104,202.0,6.308116213019179,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2013-05-27,0.9250118017309205,0.8164300559552359,0,1.0,1,1,3,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,6,0,0,2017-11-26,2018-08-12,4.67,5.0,4.83,5.0,4.83,5.0,4.67,1,1,1,0,0,0.12,120.0,1.7278108342182503,1,1,1,1,1,1,1,1,4,6,4.0,
