host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price,distance_to_city_center,review_duration,email,phone,reviews,jumio,Long term stays allowed,Wifi,Essentials,Smoke alarm,avg_price_per_bedroom,mapped_property_type,mapped_bathrooms,mapped_room_type,response_time,neighbourhood_encoded
Silvia,2017-02-01,"Carlton, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,11.0,1,1,6,2,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,28,0,0,4.32,4.46,4.07,4.89,4.82,4.75,4.46,0,10,6,4,0,0.56,98.0,12.951603263678125,868.0,1,1,1,1,1,1,1,1,94.17872340425532,4,3,4,4,10
Davin,2018-11-26,AU,1.0,0.8164300559552359,0,1.0,1,0,6,4,4,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.965576532094104,1300.0,20.0206324262734,783.3016264885274,0,1,0,0,1,1,1,1,157.98023595334942,5,3,4,2,34
Petra,2016-06-07,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,3,1,3,90,365,90,90,365,365,90,365,1,29,59,89,179,11,0,0,4.45,4.73,4.0,4.91,5.0,4.73,4.73,0,1,1,0,0,0.22,210.0,11.598152984327093,485.0,1,1,1,0,1,1,1,0,88.63882590073068,4,6,4,4,29
Ryan,2015-08-02,"Darlinghurst, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,2.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,0,2,2,0,0,0.02,149.0,1.1159639945324265,0.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,4,32
Wanda,2019-10-14,"St Peters, New South Wales, Australia",0.9250118017309205,1.0,0,0.0,1,1,2,1,1,90,90,90,90,90,90,90,90,1,28,58,88,363,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.15,69.0,1.4314650292886,0.0,1,1,0,1,1,1,1,1,138.02608522069195,2,4,3,4,32
Twin Towers Inn,2016-12-22,AU,1.0,1.0,0,6.0,1,1,3,1,2,1,1125,1,1,1125,1125,1,1125,1,25,55,85,200,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,1,11,0,11,0,0.965576532094104,154.0,6.042671995687697,783.3016264885274,1,1,1,0,1,1,0,0,130.27651821862347,3,6,3,4,17
Lucas,2014-03-20,"Freshwater, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,7,0,0,5.0,4.83,4.83,5.0,5.0,5.0,4.83,0,1,1,0,0,0.19,150.0,12.603975771877609,117.0,1,1,1,1,1,1,1,1,157.98023595334942,4,6,4,4,34
Benjamin,2013-01-19,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,2.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,28,58,88,178,4,0,0,4.25,4.75,4.5,5.0,5.0,4.67,4.67,0,2,2,0,0,0.07,999.0,4.123626772949739,100.0,1,1,1,1,1,1,1,1,153.45101102941177,4,6,4,4,23
Penelope,2015-08-09,"Surry Hills, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,10,0,0,4.9,4.9,5.0,4.9,5.0,4.9,4.7,0,1,1,0,0,0.14,206.0,1.8009751002041714,335.0,1,1,1,1,1,1,1,1,138.02608522069195,5,6,4,4,32
Holly,2013-07-17,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,5,35,215,30,0,0,4.75,4.86,4.72,4.93,4.76,4.93,4.62,0,1,1,0,0,0.3,350.0,0.7756971726616537,1693.0,1,1,1,1,1,1,0,0,138.02608522069195,4,3,4,4,32
Valeria And Eugene,2018-11-03,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,6,2,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,12,0,0,4.5,4.67,4.67,4.92,4.75,4.67,4.33,0,1,1,0,0,0.32,131.0,14.356705706313697,436.0,1,1,0,0,1,0,1,1,88.63882590073068,5,6,4,4,29
Silvia,2017-02-01,"Carlton, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,11.0,1,1,3,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,10,6,4,0,0.04,88.0,3.1543317657134278,0.0,1,1,1,1,1,1,1,1,138.02608522069195,2,4,3,4,32
Emma,2016-02-14,"Coogee, New South Wales, Australia",0.9250118017309205,0.5,0,1.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,7,282,7,0,0,4.86,5.0,4.71,5.0,5.0,4.86,4.71,0,1,1,0,0,0.18,300.0,7.353605195139019,458.0,1,1,1,1,1,1,1,1,135.26623842867315,4,6,4,4,27
Mon,2015-11-19,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,1,2.0,1,1,4,2,2,3,1125,3,3,1125,1125,3,1125,1,23,53,83,173,13,4,2,4.92,5.0,4.85,4.92,5.0,5.0,4.77,0,1,1,0,0,0.43,179.0,32.11265122189546,910.0,1,1,0,1,1,1,0,1,83.85829030407344,5,6,4,4,19
Enguang,2013-06-24,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,90,90,90,90,90,90,90,1,0,0,0,0,7,0,0,4.71,4.71,4.71,4.86,5.0,5.0,4.71,0,1,1,0,0,0.11,95.0,6.381932011973538,806.0,1,1,1,1,1,0,1,1,138.02608522069195,4,6,4,4,38
Inma,2017-12-02,Australia,0.9250118017309205,0.8164300559552359,0,2.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,0,0,0,0,0,1,0,0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,0,2,2,0,0,0.02,197.0,0.9442984762798905,0.0,1,1,1,1,1,1,1,1,138.02608522069195,5,6,4,4,32
Tatiana,2018-12-14,AU,0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,180,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.03,180.0,6.826670205218224,0.0,1,1,0,0,1,1,1,1,100.7890625,2,4,3,4,36
Michael,2015-10-13,"Stanmore, New South Wales, Australia",0.9250118017309205,0.8164300559552359,1,1.0,1,1,2,1,1,90,365,90,90,1125,1125,90,1125,1,0,0,0,37,8,0,0,5.0,5.0,5.0,4.75,5.0,4.88,5.0,0,1,1,0,0,0.28,128.0,3.8464535851532373,355.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,4,32
Laura,2015-01-11,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,4.5,4.5,5.0,5.0,4.5,5.0,4.5,0,1,1,0,0,0.03,200.0,1.9557229955144897,8.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,4,32
Rosie,2014-08-22,"Woollahra, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,87,43,0,0,4.91,4.85,4.95,5.0,4.98,4.8,4.83,0,1,0,1,0,0.52,101.0,3.800931789794847,671.0,1,1,1,0,1,1,1,1,198.09007603821408,2,6,3,4,37
Emma,2016-05-28,"New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.02,70.0,14.71969213987349,0.0,1,1,1,1,1,1,0,1,88.63882590073068,2,6,3,4,29
James,2016-06-19,"St Pauls, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,0.02,154.0,6.073783864087626,0.0,1,1,1,0,1,0,1,1,183.21820800371313,4,6,4,4,35
Lisa,2015-10-27,"New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,4.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,6,0,0,4.8,5.0,4.8,4.5,5.0,4.75,5.0,0,1,1,0,0,0.08,200.0,3.528792696199715,597.0,1,1,1,1,1,1,1,0,138.02608522069195,4,3,4,4,32
Chris,2014-05-30,"Tamarama, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,0.0,1,1,2,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,1,1,1,0,0,0.13,200.0,5.982724136456937,72.0,1,1,0,1,1,1,1,1,198.09007603821408,4,6,4,4,37
Ping,2016-10-23,AU,0.9250118017309205,0.8164300559552359,0,7.0,1,1,2,1,2,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,7,0,0,4.14,4.86,3.29,5.0,5.0,4.71,4.0,0,3,0,3,0,0.12,39.0,13.036961603830699,1105.0,0,1,1,0,1,1,1,0,88.63882590073068,2,1,3,4,29
Justin,2018-11-30,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,3,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,5.0,5.0,4.5,5.0,5.0,5.0,4.5,0,1,1,0,0,0.08,115.0,3.110743399786124,39.0,1,1,0,1,1,1,1,1,138.02608522069195,4,6,4,4,38
PropertyProviders,2014-06-04,"Seaforth, New South Wales, Australia",0.69,0.31,0,81.0,1,1,8,4,4,90,1125,90,90,1125,1125,90,1125,1,7,37,67,157,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,87,87,0,0,0.965576532094104,499.0,6.95844672731032,783.3016264885274,1,1,1,1,1,1,1,0,220.34827684827684,5,3,4,2,22
Mary,2015-10-09,"Ultimo, New South Wales, Australia",0.9250118017309205,0.8164300559552359,1,2.0,1,0,1,1,1,90,180,90,90,180,180,90,180,1,0,0,0,0,9,0,0,5.0,5.0,5.0,5.0,5.0,4.89,4.78,1,2,0,2,0,0.29,65.0,1.8067619950361267,132.0,1,1,0,0,1,1,1,1,138.02608522069195,2,6,3,4,32
Anna,2017-12-18,Australia,0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,23,0,0,4.83,4.87,4.39,4.78,4.78,4.91,4.83,1,1,1,0,0,0.48,130.0,2.466775876295699,157.0,0,1,1,0,1,1,1,1,198.09007603821408,4,6,4,4,37
Apartments Plus,2018-11-21,AU,0.73,0.89,0,41.0,1,1,4,2,2,4,1125,4,4,1125,1125,4,1125,1,0,23,23,23,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,1,22,22,0,0,0.965576532094104,200.0,1.0988580544172375,783.3016264885274,1,1,0,1,1,0,1,1,138.02608522069195,4,6,4,2,32
Janelle,2018-10-21,AU,0.9250118017309205,0.8164300559552359,0,0.0,1,1,4,2,2,3,90,2,3,90,90,2,90,1,3,5,11,234,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.7,163.0,3.0176638738893735,0.0,1,1,0,0,1,1,1,1,117.31939891873483,4,6,4,4,18
Louis,2015-09-16,"Lisbon, Lisbon, Portugal",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,13,0,0,4.77,4.85,4.85,4.77,4.85,4.77,4.54,0,1,0,1,0,0.26,79.0,1.7109410129204385,166.0,1,1,1,1,1,1,1,1,138.02608522069195,2,4,3,4,32
David,2014-09-14,"Sydney, New South Wales, Australia",0.9250118017309205,0.0,0,1.0,1,0,2,1,2,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,7,0,0,4.71,4.86,4.43,5.0,5.0,5.0,4.86,0,1,0,1,0,0.1,80.0,13.480919630685133,1390.0,1,1,1,0,1,1,1,1,157.98023595334942,2,4,3,4,34
Charles,2018-01-12,"Chatswood, New South Wales, Australia",0.9,0.86,0,5.0,1,1,3,1,2,5,1125,5,5,1125,1125,5,1125,1,29,59,89,364,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,21,7,6,8,0.965576532094104,27.0,10.220643735781042,783.3016264885274,1,1,0,0,1,1,1,1,86.30045662100457,2,4,3,4,5
Wind,2017-06-22,AU,0.0,0.0,0,13.0,1,0,2,1,2,90,110,90,90,110,110,90,110,1,30,60,90,365,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,2,0,1,1,0.965576532094104,80.0,6.385040012570597,783.3016264885274,0,1,1,0,1,1,0,0,135.26623842867315,1,4,1,1,27
Nicolas,2014-06-24,"København, Denmark",0.9250118017309205,0.8164300559552359,0,1.0,1,1,4,1,4,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,7,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.14,150.0,2.1399429627891418,375.0,1,1,1,1,1,0,1,1,138.02608522069195,4,6,4,4,32
Ndali,2013-08-29,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.04,140.0,4.4458843332475695,27.0,1,1,1,1,1,1,1,1,117.31939891873483,5,6,4,4,18
Monica,2018-10-15,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,13,0,0,4.69,4.92,4.77,5.0,5.0,4.85,4.77,1,1,0,1,0,0.34,29.0,14.93312933156133,206.0,0,1,0,0,1,1,1,1,66.36538461538461,2,4,3,4,15
Maarten,2014-07-15,"North Curl Curl, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,8,4,5,5,22,5,5,22,22,5,22,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.02,335.0,13.97487559132061,0.0,1,1,1,1,0,1,1,1,157.98023595334942,5,3,4,4,34
Kylee,2017-12-19,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,1,8.0,1,1,4,2,2,3,90,3,10,1125,1125,3,1125,1,0,1,1,1,37,30,0,4.73,4.86,4.76,4.89,4.95,4.97,4.7,1,6,6,0,0,2.67,225.0,21.257738913705218,313.0,1,1,0,0,1,1,1,1,138.67108953095203,4,6,4,4,31
Tania,2015-05-16,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,5,0,0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,0,1,1,0,0,0.21,220.0,9.664111827218605,22.0,1,1,0,1,1,0,1,1,135.26623842867315,4,6,4,4,27
Jianyao,2016-12-05,"Victoria, Australia",0.9250118017309205,0.8164300559552359,0,2.0,1,0,1,1,1,90,1125,90,90,1125,1125,90,1125,1,29,59,89,89,1,0,0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,0,2,0,2,0,0.03,30.0,19.130781929210848,0.0,1,1,0,0,1,1,0,1,65.60103896103895,2,4,3,4,2
Boon Lim,2015-07-04,"Redfern, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,5,0,0,5.0,5.0,5.0,5.0,5.0,4.8,4.8,0,1,1,0,0,0.08,249.0,3.188073762913865,21.0,1,1,1,1,1,1,1,1,138.02608522069195,4,3,4,4,32
Weihan,2017-04-23,"Rockdale, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,2,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,1,0,0,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,0,0,1,0.02,85.0,11.587505401216822,0.0,0,1,0,0,1,1,0,1,75.42923051573571,1,4,1,4,28
Ashleigh,2018-07-12,Australia,0.9250118017309205,0.8164300559552359,0,4.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,4.33,5.0,5.0,4.33,4.33,5.0,4.67,0,3,3,0,0,0.07,100.0,2.074963272525046,46.0,1,1,0,0,1,0,1,1,138.02608522069195,4,6,4,4,32
Adrian,2015-06-06,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,3.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,15,0,0,4.71,5.0,4.29,5.0,5.0,4.93,5.0,0,3,0,3,0,0.28,72.0,1.0232923219339372,859.0,1,1,1,0,1,1,1,1,138.02608522069195,2,2,3,4,32
Jan,2012-10-25,"West Hobart, Tasmania, Australia",0.9250118017309205,0.8164300559552359,1,1.0,1,1,4,2,2,2,365,2,4,1125,1125,3,1125,1,0,0,0,0,26,0,0,4.92,4.96,4.81,4.92,5.0,4.96,4.73,0,1,1,0,0,0.54,140.0,3.9027043326685016,795.0,1,1,1,1,1,1,1,1,138.02608522069195,5,3,4,4,32
Ariel,2015-04-27,"Laguna Beach, California, United States",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,0,1,0,0.02,50.0,5.32981845308076,0.0,1,1,1,1,1,1,0,0,183.21820800371313,2,6,3,4,35
Alison,2010-01-29,"Sydney, New South Wales, Australia",0.9250118017309205,0.0,0,1.0,1,1,4,2,2,4,15,4,4,15,15,4,15,1,0,0,0,37,5,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.15,152.0,5.663780524432402,265.0,1,1,1,1,0,1,1,1,183.21820800371313,4,6,4,4,35
Louise,2014-03-15,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,0,4,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,4,0,0,4.5,4.5,4.25,4.75,5.0,5.0,4.75,0,1,1,0,0,0.07,69.0,5.480648930463646,41.0,1,1,1,0,1,1,1,0,135.26623842867315,4,6,4,4,27
Lisa,2014-10-07,"Sydney, New South Wales, Australia",0.9250118017309205,0.0,1,2.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,7,37,312,23,0,0,4.74,4.87,4.3,4.95,4.91,4.95,4.77,0,1,1,0,0,0.27,211.0,3.1835617921012997,1808.0,0,1,1,1,1,1,1,1,138.02608522069195,4,3,4,4,32
Hanny,2018-03-10,"Sydney, New South Wales, Australia",0.9250118017309205,1.0,0,2.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,81,13,0,4.83,4.89,4.9,4.88,4.88,4.67,4.85,0,2,0,2,0,2.16,40.0,6.432203520209058,946.0,1,1,0,1,1,1,1,1,77.14240568832707,2,4,3,4,4
MadeComfy,2019-07-24,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,354.0,1,0,2,1,1,3,1125,2,5,1125,1125,3,1125,1,19,46,76,351,40,7,0,4.33,4.48,4.55,4.7,4.53,4.75,4.1,1,197,197,0,0,1.14,128.0,2.8294164040089824,991.0,1,1,0,0,1,1,1,1,138.02608522069195,4,6,4,4,32
Shona,2017-02-06,"Sydney, New South Wales, Australia",1.0,0.72,1,2.0,1,1,6,2,3,5,20,5,5,20,20,5,20,1,10,33,62,62,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,3,1,2,0,0.965576532094104,455.0,10.020214258668771,783.3016264885274,1,1,1,1,0,1,1,1,192.27598747261771,5,3,4,3,20
Christie,2015-12-13,"Woy Woy Bay, New South Wales, Australia",0.9250118017309205,0.0,0,2.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.03,48.0,4.833215970781692,17.0,1,1,1,1,1,1,0,0,153.45101102941177,2,3,3,4,23
Jie,2015-12-01,"New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,1,1,1,0,0,0.12,186.0,14.490334060329209,15.0,1,1,1,1,1,1,1,1,88.63882590073068,4,6,4,4,29
Paul,2017-07-12,United States,0.9250118017309205,0.8164300559552359,0,2.0,1,0,5,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,1,1,0,0.06,180.0,5.441867512564492,89.0,1,1,1,0,1,1,1,1,183.21820800371313,4,6,4,4,35
Veronika,2018-12-06,"Coolangatta, Queensland, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,3,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,1,1,1,0,0,0.03,95.0,6.821367899435174,0.0,1,1,0,1,1,1,1,1,183.21820800371313,4,6,4,4,35
Chan,2019-02-06,AU,0.9250118017309205,0.8164300559552359,0,6.0,1,0,1,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,6,0,6,0,0.03,70.0,4.79570744474317,0.0,0,1,0,0,1,1,1,0,135.26623842867315,2,6,3,4,27
Julia,2015-08-11,"Sydney, New South Wales, Australia",0.9,0.38,0,49.0,1,1,8,4,4,5,1125,5,5,1125,1125,5,1125,1,11,24,54,329,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,47,47,0,0,0.965576532094104,1040.0,8.659198589737032,783.3016264885274,1,1,1,1,1,1,1,1,135.26623842867315,5,3,4,4,27
Agnes,2014-12-27,"Szarvas, Hungary",0.9250118017309205,0.0,0,3.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,5,0,0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0,1,1,0,0,0.07,99.0,7.173087308249266,589.0,1,1,1,1,1,0,1,1,135.88888888888889,4,3,4,4,14
Gareth,2017-12-03,"Mascot, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,0,1,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,0,1,0,0.04,80.0,4.23722974177584,11.0,0,1,0,0,1,1,1,1,183.21820800371313,2,4,3,4,35
J,2015-10-04,AU,0.9250118017309205,0.8164300559552359,0,1.0,1,1,6,3,4,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.01,300.0,6.327138955426717,0.0,1,1,1,1,1,1,1,1,198.09007603821408,5,3,4,4,37
Leo,2019-12-27,Australia,0.0,1.0,0,2.0,1,0,2,1,2,90,1125,90,90,1125,1125,90,1125,1,29,59,89,179,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,1,1,0,1,0,0.965576532094104,50.0,10.158005053991143,783.3016264885274,0,1,0,0,1,1,1,1,86.30045662100457,2,4,3,1,5
Dave,2016-07-19,"Darawank, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,5.0,5.0,4.33,5.0,5.0,5.0,4.33,1,1,0,1,0,0.11,69.0,6.312355443136768,178.0,1,1,1,1,1,1,1,1,183.21820800371313,2,4,3,4,35
Meghan,2013-04-10,"Manly, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,1,1,0,0,0.01,189.0,10.93347609261278,0.0,1,1,1,1,1,1,1,1,192.27598747261771,4,6,4,4,20
Alex,2020-03-24,"Bondi Junction, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,9.0,1,0,6,3,3,2,90,4,7,1125,1125,5,1125,1,0,0,0,0,3,3,0,4.67,4.67,5.0,4.33,4.67,5.0,4.0,0,9,9,0,0,0.44,999.0,3.593377840053059,28.0,1,1,0,0,1,1,1,1,153.45101102941177,4,3,4,4,23
Hotelesque,2012-05-23,"Sydney, New South Wales, Australia",0.97,0.85,0,81.0,1,1,7,4,4,10,1125,10,10,1125,1125,10,1125,1,7,37,67,157,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,79,79,0,0,0.965576532094104,950.0,7.13445582372302,783.3016264885274,1,1,1,1,1,1,1,1,135.26623842867315,5,3,4,3,27
Manly,2021-02-01,AU,0.9250118017309205,0.8164300559552359,0,10.0,1,1,2,1,1,1,1125,1,3,1125,1125,1,1125,1,20,48,75,350,2,2,0,1.0,1.0,1.5,3.0,2.5,4.0,1.0,1,10,9,1,0,0.24,214.0,11.462153267918062,49.0,1,1,0,0,1,1,1,1,192.27598747261771,4,6,4,4,20
Susan,2015-12-06,"Mays Hill, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1,1,1,0,0,0.02,105.0,12.002859454161769,0.0,1,1,1,0,1,1,0,1,106.39955357142857,4,6,4,4,8
